Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
37658,3101312,27,13,single,rented,no,Graphic_Designer,Siwan[32],Bihar,3,14,0
37659,2302129,25,0,single,owned,no,Analyst,Junagadh,Gujarat,0,13,0
37660,7722579,70,9,married,rented,no,Design_Engineer,Rajahmundry[19][20],Andhra_Pradesh,9,11,0
37661,8400495,54,15,single,rented,no,Official,Khandwa,Madhya_Pradesh,3,11,0
37662,5448168,46,18,single,rented,no,Magistrate,Tadipatri,Andhra_Pradesh,6,10,0
37663,4297196,37,4,married,rented,yes,Chemical_engineer,Maheshtala,West_Bengal,4,11,0
37664,6243139,37,18,single,rented,no,Civil_servant,Nagercoil,Tamil_Nadu,9,10,1
37665,6152639,27,12,single,rented,no,Scientist,Chennai,Tamil_Nadu,7,11,0
37666,7924077,54,14,single,rented,yes,Financial_Analyst,Purnia[26],Bihar,13,11,0
37667,2709078,60,4,single,rented,no,Computer_hardware_engineer,Kozhikode,Kerala,4,12,0
37668,7653359,57,18,single,rented,no,Petroleum_Engineer,Bellary,Karnataka,14,10,0
37669,8390119,37,0,single,rented,no,Consultant,Guna,Madhya_Pradesh,0,14,0
37670,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,1
37671,8434862,27,9,single,rented,no,Chemical_engineer,Srinagar,Jammu_and_Kashmir,5,11,1
37672,3736039,38,20,single,rented,no,Artist,Jamnagar,Gujarat,4,14,0
37673,3559810,32,7,single,rented,no,Economist,Kishanganj[35],Bihar,7,14,0
37674,9937676,61,3,single,rented,no,Technology_specialist,Agartala,Tripura,3,11,0
37675,3858660,73,6,single,rented,yes,Statistician,Udupi,Karnataka,6,11,0
37676,4825413,45,18,single,rented,yes,Chemical_engineer,Srinagar,Jammu_and_Kashmir,11,14,0
37677,7238880,29,7,single,rented,no,Computer_operator,Karnal,Haryana,7,10,0
37678,5452246,23,7,single,rented,yes,Surgeon,Panvel,Maharashtra,6,14,0
37679,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
37680,9763429,73,5,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,5,11,1
37681,1412296,50,17,single,rented,yes,Mechanical_engineer,Machilipatnam,Andhra_Pradesh,14,10,0
37682,5195681,53,1,married,rented,yes,Politician,Begusarai,Bihar,1,14,0
37683,1278713,31,14,single,rented,no,Chemical_engineer,Katihar,Bihar,13,13,0
37684,9197013,71,9,single,rented,no,Physician,Suryapet,Telangana,6,11,0
37685,990478,26,15,single,norent_noown,no,Geologist,Ahmednagar,Maharashtra,5,13,0
37686,6260643,54,9,single,rented,no,Design_Engineer,Bulandshahr,Uttar_Pradesh,9,14,0
37687,9078449,79,10,single,owned,yes,Designer,Danapur,Bihar,8,10,0
37688,5566617,39,15,single,rented,no,Petroleum_Engineer,Nellore[14][15],Andhra_Pradesh,7,13,0
37689,8989094,76,7,single,rented,no,Computer_operator,Secunderabad,Telangana,7,13,0
37690,1010539,39,9,single,rented,no,Secretary,Hyderabad,Telangana,4,13,0
37691,9110274,24,7,single,rented,no,Graphic_Designer,Amaravati,Andhra_Pradesh,7,10,0
37692,7738866,70,6,single,rented,no,Graphic_Designer,Ramgarh,Jharkhand,6,12,0
37693,1859505,60,7,single,rented,no,Design_Engineer,Sambalpur,Odisha,7,11,0
37694,9482746,68,10,single,rented,no,Physician,Indore,Madhya_Pradesh,6,11,1
37695,4590372,42,16,single,rented,no,Hotel_Manager,Shahjahanpur,Uttar_Pradesh,7,11,0
37696,2997990,43,7,single,rented,yes,Psychologist,Raiganj,West_Bengal,3,11,0
37697,4727841,52,8,single,rented,no,Technology_specialist,Tenali,Andhra_Pradesh,8,12,0
37698,5000063,38,17,single,rented,no,Technology_specialist,Yamunanagar,Haryana,5,11,1
37699,6198292,78,17,single,rented,no,Psychologist,Mangalore,Karnataka,7,11,0
37700,120605,22,7,single,rented,no,Industrial_Engineer,Bhalswa_Jahangir_Pur,Delhi,7,10,0
37701,1303835,23,3,single,rented,no,Mechanical_engineer,Rewa,Madhya_Pradesh,3,13,0
37702,7574516,40,10,single,rented,no,Software_Developer,Parbhani,Maharashtra,9,13,0
37703,3991815,66,4,married,rented,no,Technical_writer,Alappuzha,Kerala,4,10,0
37704,6256451,41,2,single,rented,yes,Software_Developer,Bhubaneswar,Odisha,2,12,0
37705,5768871,47,11,single,rented,no,Civil_servant,Tiruchirappalli[10],Tamil_Nadu,3,14,1
37706,6915937,64,0,single,rented,no,Civil_servant,Jalgaon,Maharashtra,0,12,0
37707,3954973,58,14,married,rented,no,Librarian,Tiruppur,Tamil_Nadu,8,12,0
37708,4092407,60,9,single,rented,no,Consultant,Madurai,Tamil_Nadu,9,14,0
37709,1706172,33,2,single,rented,no,Economist,Jamnagar,Gujarat,2,14,0
37710,7566849,24,17,single,rented,yes,Flight_attendant,Kota[6],Rajasthan,11,11,0
37711,8964846,23,12,single,rented,no,Architect,Karimnagar,Telangana,5,13,0
37712,4634682,78,7,single,rented,no,Flight_attendant,Hajipur[31],Bihar,7,12,0
37713,6623263,22,4,single,rented,no,Designer,Adoni,Andhra_Pradesh,4,14,0
37714,9120988,28,9,single,rented,no,Physician,Erode[17],Tamil_Nadu,9,12,0
37715,8043880,57,12,single,rented,no,Financial_Analyst,Kollam,Kerala,8,10,0
37716,9420838,48,6,single,rented,no,Technical_writer,Madurai,Tamil_Nadu,6,10,1
37717,5694236,39,2,married,rented,yes,Economist,Anantapuram[24],Andhra_Pradesh,2,10,0
37718,7315839,72,8,married,rented,no,Air_traffic_controller,Kamarhati,West_Bengal,8,14,1
37719,3666346,56,12,single,rented,no,Politician,Bhusawal,Maharashtra,12,11,1
37720,2241112,28,8,single,rented,no,Police_officer,Sirsa,Haryana,6,14,0
37721,5431918,40,1,single,rented,no,Artist,Amaravati,Andhra_Pradesh,1,14,0
37722,9225468,54,14,single,rented,no,Surveyor,Secunderabad,Telangana,8,10,0
37723,6506739,50,4,single,rented,no,Politician,Ahmedabad,Gujarat,4,11,0
37724,9157379,72,13,single,rented,yes,Design_Engineer,Ajmer,Rajasthan,9,10,0
37725,9236505,35,19,single,rented,no,Chemical_engineer,Ongole,Andhra_Pradesh,6,14,0
37726,1065465,23,15,married,rented,no,Hotel_Manager,Miryalaguda,Telangana,4,12,0
37727,1797876,76,20,single,norent_noown,no,Mechanical_engineer,Erode[17],Tamil_Nadu,11,14,0
37728,6063428,38,6,married,rented,no,Dentist,Ambattur,Tamil_Nadu,6,13,0
37729,9643150,24,13,single,rented,no,Comedian,Indore,Madhya_Pradesh,6,14,0
37730,8832725,64,5,single,rented,no,Biomedical_Engineer,Pondicherry,Puducherry,5,11,1
37731,7257915,29,18,single,rented,yes,Technician,Nagpur,Maharashtra,10,14,0
37732,4386333,31,16,single,rented,no,Physician,Shimoga,Karnataka,3,12,0
37733,3248372,30,4,single,rented,no,Mechanical_engineer,Bijapur,Karnataka,3,10,0
37734,3939397,52,19,single,rented,yes,Flight_attendant,Chennai,Tamil_Nadu,3,10,0
37735,6944134,59,5,single,owned,no,Graphic_Designer,Gulbarga,Karnataka,5,11,0
37736,4128828,21,10,single,rented,no,Computer_hardware_engineer,Khammam,Telangana,10,12,0
37737,5023035,26,10,single,rented,yes,Petroleum_Engineer,Madurai,Tamil_Nadu,9,13,0
37738,9086933,55,7,single,rented,no,Air_traffic_controller,Saharanpur,Uttar_Pradesh,7,13,0
37739,7537675,45,4,single,rented,no,Graphic_Designer,Gopalpur,West_Bengal,4,14,0
37740,9625415,77,15,married,rented,no,Secretary,Amravati,Maharashtra,9,10,0
37741,6530277,32,5,single,rented,no,Software_Developer,Srikakulam,Andhra_Pradesh,5,13,0
37742,1669654,61,3,single,rented,no,Chemical_engineer,Raebareli,Uttar_Pradesh,3,12,0
37743,3540135,78,4,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,4,11,0
37744,8739032,55,3,married,rented,no,Politician,Aurangabad[39],Bihar,3,14,0
37745,3217258,23,12,single,rented,yes,Petroleum_Engineer,Hospet,Karnataka,8,10,0
37746,2735428,72,20,single,rented,no,Surveyor,Shimla,Himachal_Pradesh,6,14,0
37747,9760667,63,17,single,rented,no,Chartered_Accountant,Khandwa,Madhya_Pradesh,13,12,1
37748,5303994,39,6,single,rented,no,Comedian,Surendranagar_Dudhrej,Gujarat,6,14,1
37749,8390825,30,11,single,rented,no,Secretary,Bidhannagar,West_Bengal,7,10,0
37750,9639445,45,9,single,rented,no,Technician,Bellary,Karnataka,9,10,1
37751,6868118,25,16,single,rented,no,Secretary,Danapur,Bihar,13,13,1
37752,2471915,73,18,single,rented,no,Chemical_engineer,Purnia[26],Bihar,14,13,0
37753,7156599,22,0,single,rented,no,Design_Engineer,Belgaum,Karnataka,0,12,0
37754,8996641,75,12,single,rented,no,Microbiologist,Patiala,Punjab,12,13,0
37755,4043791,48,18,single,rented,yes,Architect,Malda,West_Bengal,13,14,0
37756,4260004,27,5,single,norent_noown,no,Police_officer,Sagar,Madhya_Pradesh,5,13,0
37757,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
37758,3634814,74,4,single,rented,no,Fashion_Designer,Durgapur,West_Bengal,4,11,0
37759,9518593,71,6,single,rented,no,Artist,Junagadh,Gujarat,6,13,0
37760,1213131,67,8,single,rented,no,Psychologist,Agartala,Tripura,8,11,0
37761,5909225,67,1,married,rented,no,Graphic_Designer,Vijayanagaram,Andhra_Pradesh,1,11,0
37762,1885923,46,16,single,rented,no,Magistrate,Thanjavur,Tamil_Nadu,8,14,1
37763,8171432,69,8,single,owned,yes,Engineer,Aligarh,Uttar_Pradesh,6,10,0
37764,5554586,39,18,single,rented,no,Software_Developer,Hindupur,Andhra_Pradesh,13,13,1
37765,6555332,56,20,single,owned,no,Magistrate,Naihati,West_Bengal,4,10,0
37766,9311486,68,9,single,rented,no,Lawyer,Panchkula,Haryana,9,12,0
37767,9955481,57,13,single,rented,no,Statistician,Eluru[25],Andhra_Pradesh,5,10,0
37768,9724250,67,17,single,rented,yes,Dentist,Bathinda,Punjab,3,13,0
37769,1729774,28,6,married,rented,yes,Technical_writer,Nadiad,Gujarat,5,10,0
37770,6178223,46,19,single,owned,yes,Architect,Kanpur,Uttar_Pradesh,11,13,0
37771,7362882,37,7,married,rented,no,Psychologist,Bidhannagar,West_Bengal,7,12,0
37772,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
37773,2247878,42,17,single,rented,no,Chemical_engineer,Raurkela_Industrial_Township,Odisha,4,12,0
37774,4334000,36,4,single,rented,no,Politician,Berhampur,Odisha,4,11,0
37775,9576258,79,18,single,rented,yes,Air_traffic_controller,Jamshedpur,Jharkhand,6,11,0
37776,8788135,77,7,married,rented,no,Petroleum_Engineer,Ongole,Andhra_Pradesh,7,11,0
37777,7002610,56,4,single,rented,no,Police_officer,Hyderabad,Telangana,4,12,0
37778,5605985,57,12,single,rented,no,Engineer,Bidar,Karnataka,3,11,0
37779,3208322,55,18,single,rented,no,Air_traffic_controller,Kottayam,Kerala,8,12,0
37780,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
37781,5899830,77,4,single,rented,no,Technical_writer,Karnal,Haryana,4,14,0
37782,9585696,42,13,single,rented,yes,Official,Anantapuram[24],Andhra_Pradesh,3,12,0
37783,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,0
37784,2966907,30,6,married,rented,yes,Magistrate,Tiruppur,Tamil_Nadu,5,12,0
37785,4994848,58,9,single,rented,no,Software_Developer,Durgapur,West_Bengal,9,13,0
37786,326455,27,20,single,rented,no,Drafter,Asansol,West_Bengal,3,14,0
37787,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
37788,7839236,68,7,single,rented,no,Biomedical_Engineer,Amravati,Maharashtra,7,14,1
37789,7433875,32,12,single,rented,yes,Fashion_Designer,Chennai,Tamil_Nadu,11,10,0
37790,6245331,65,6,single,rented,no,Financial_Analyst,Eluru[25],Andhra_Pradesh,6,12,0
37791,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
37792,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar_Pradesh,6,13,1
37793,4329713,42,9,married,rented,no,Fashion_Designer,South_Dumdum,West_Bengal,6,14,0
37794,4047079,49,7,single,rented,yes,Dentist,Indore,Madhya_Pradesh,5,14,0
37795,6097344,27,16,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
37796,826681,78,4,married,rented,yes,Analyst,Ongole,Andhra_Pradesh,4,14,0
37797,137594,52,10,single,rented,yes,Technical_writer,Sagar,Madhya_Pradesh,7,10,0
37798,8005608,65,8,single,rented,no,Civil_servant,Sonipat,Haryana,8,12,1
37799,7527288,24,10,single,rented,no,Biomedical_Engineer,Muzaffarpur,Bihar,5,11,0
37800,7021605,31,14,single,rented,no,Technician,Raichur,Karnataka,8,10,0
37801,3449511,50,19,single,rented,yes,Computer_hardware_engineer,Rajpur_Sonarpur,West_Bengal,3,14,0
37802,6535026,79,18,single,rented,no,Design_Engineer,Farrukhabad,Uttar_Pradesh,12,11,0
37803,5083653,35,14,single,rented,yes,Statistician,Ambattur,Tamil_Nadu,12,11,0
37804,6275695,66,10,single,rented,no,Architect,Ambarnath,Maharashtra,10,11,1
37805,4336059,54,12,single,rented,yes,Firefighter,Katihar,Bihar,12,13,0
37806,4976661,22,9,single,rented,no,Architect,Kozhikode,Kerala,8,12,0
37807,4417164,42,12,single,rented,no,Web_designer,Vellore,Tamil_Nadu,8,14,0
37808,9334042,52,10,single,rented,yes,Economist,Malegaon,Maharashtra,5,11,0
37809,535157,50,2,married,rented,no,Engineer,Kochi,Kerala,2,10,1
37810,5165629,61,0,single,rented,no,Aviator,North_Dumdum,West_Bengal,0,12,1
37811,1240330,29,18,married,rented,yes,Consultant,Gopalpur,West_Bengal,12,14,0
37812,862841,77,7,single,rented,no,Fashion_Designer,North_Dumdum,West_Bengal,7,14,0
37813,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
37814,1197375,41,0,single,rented,yes,Microbiologist,Srinagar,Jammu_and_Kashmir,0,11,0
37815,7430695,59,8,single,rented,no,Chef,Malda,West_Bengal,8,10,0
37816,4726819,67,5,single,rented,no,Consultant,Davanagere,Karnataka,5,13,0
37817,1319541,72,10,married,rented,no,Politician,Bhagalpur,Bihar,10,14,0
37818,1281960,24,8,single,rented,no,Politician,Siwan[32],Bihar,8,13,0
37819,5522159,22,6,single,rented,no,Computer_hardware_engineer,Anantapur,Andhra_Pradesh,6,12,1
37820,4759451,60,4,married,rented,no,Official,Meerut,Uttar_Pradesh,4,13,0
37821,245844,67,4,married,rented,no,Economist,Bhatpara,West_Bengal,3,11,0
37822,8769550,23,13,single,rented,no,Computer_hardware_engineer,Ghaziabad,Uttar_Pradesh,9,10,1
37823,8312895,35,12,single,rented,no,Psychologist,Bhagalpur,Bihar,11,14,0
37824,4432483,69,6,single,rented,no,Hotel_Manager,Kulti,West_Bengal,6,10,0
37825,9867887,79,9,single,rented,no,Physician,Chapra,Bihar,4,12,0
37826,444242,77,11,married,rented,no,Dentist,Dibrugarh,Assam,8,12,0
37827,8288147,32,20,single,rented,no,Financial_Analyst,Gandhinagar,Gujarat,3,13,0
37828,3159260,62,4,single,rented,no,Petroleum_Engineer,Panihati,West_Bengal,4,10,0
37829,8753042,74,12,married,rented,no,Computer_operator,Bhiwandi,Maharashtra,9,12,0
37830,46750,33,13,single,rented,yes,Chef,Morbi,Gujarat,10,11,0
37831,1855377,26,3,single,rented,no,Magistrate,Shimla,Himachal_Pradesh,3,13,0
37832,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,1
37833,5644262,60,7,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,3,11,1
37834,4171960,73,16,single,rented,no,Magistrate,Gorakhpur,Uttar_Pradesh,10,10,0
37835,9397962,58,3,married,rented,no,Psychologist,Saharanpur,Uttar_Pradesh,3,14,0
37836,3643187,77,20,single,rented,no,Web_designer,Bellary,Karnataka,12,14,0
37837,2015341,47,6,single,rented,no,Graphic_Designer,Panvel,Maharashtra,6,13,0
37838,3606323,33,0,single,rented,yes,Mechanical_engineer,Bongaigaon,Assam,0,11,0
37839,4065331,70,14,single,rented,no,Civil_engineer,Pune,Maharashtra,9,14,0
37840,8496659,59,12,single,rented,no,Army_officer,Karimnagar,Telangana,8,12,0
37841,7889777,35,15,single,rented,no,Physician,Ramgarh,Jharkhand,13,10,0
37842,3345583,32,2,single,rented,no,Mechanical_engineer,Ozhukarai,Puducherry,2,14,0
37843,4392927,41,2,single,rented,no,Chemical_engineer,Mirzapur,Uttar_Pradesh,2,13,1
37844,4995211,68,9,single,rented,no,Firefighter,Akola,Maharashtra,9,11,0
37845,3970273,53,14,single,rented,no,Air_traffic_controller,Satna,Madhya_Pradesh,4,12,0
37846,2570688,46,9,single,rented,no,Firefighter,Motihari[34],Bihar,9,11,0
37847,2506726,54,11,single,rented,no,Designer,Jalna,Maharashtra,6,14,0
37848,9657655,76,0,single,rented,no,Psychologist,Jalandhar,Punjab,0,12,0
37849,495619,26,1,single,rented,no,Consultant,Raiganj,West_Bengal,1,14,1
37850,4269729,70,8,single,rented,yes,Fashion_Designer,Unnao,Uttar_Pradesh,8,13,0
37851,799233,72,4,single,rented,yes,Hotel_Manager,Udupi,Karnataka,4,14,0
37852,9775375,62,9,single,rented,no,Consultant,Sambalpur,Odisha,3,12,0
37853,8791091,33,15,single,rented,no,Microbiologist,Karnal,Haryana,12,14,0
37854,1122270,72,11,single,rented,no,Librarian,Cuttack,Odisha,5,12,0
37855,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,1
37856,8195887,79,16,single,rented,no,Chef,Ichalkaranji,Maharashtra,14,13,1
37857,4392149,59,11,single,rented,no,Secretary,Warangal[11][12],Telangana,10,13,0
37858,4991059,39,11,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,11,14,0
37859,1013313,32,16,single,rented,no,Geologist,Bulandshahr,Uttar_Pradesh,10,12,0
37860,1800877,21,10,married,rented,yes,Software_Developer,Narasaraopet,Andhra_Pradesh,5,13,0
37861,2217063,34,3,single,rented,no,Computer_hardware_engineer,Chinsurah,West_Bengal,3,11,0
37862,7462623,46,13,single,rented,no,Fashion_Designer,Kamarhati,West_Bengal,10,14,0
37863,6045182,78,6,single,rented,no,Designer,Raichur,Karnataka,6,12,0
37864,1494586,63,20,single,rented,yes,Financial_Analyst,Nandyal,Andhra_Pradesh,3,11,0
37865,6847133,69,7,single,rented,no,Surgeon,Dhanbad,Jharkhand,6,10,0
37866,5403886,29,14,single,rented,no,Scientist,Gudivada,Andhra_Pradesh,7,10,0
37867,1856689,46,5,single,rented,yes,Air_traffic_controller,Amravati,Maharashtra,5,12,0
37868,4998898,27,13,single,rented,no,Economist,Gandhidham,Gujarat,13,11,0
37869,3367218,28,5,single,rented,no,Analyst,Raiganj,West_Bengal,4,11,0
37870,4195266,40,20,married,rented,no,Web_designer,Ajmer,Rajasthan,14,14,0
37871,8451099,70,4,single,rented,yes,Design_Engineer,Kishanganj[35],Bihar,4,13,0
37872,624985,47,11,single,rented,no,Software_Developer,Varanasi,Uttar_Pradesh,6,11,1
37873,3207222,28,3,single,rented,yes,Dentist,Belgaum,Karnataka,3,10,0
37874,2605748,70,10,single,rented,yes,Dentist,Panvel,Maharashtra,3,14,0
37875,4341286,75,1,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,1,13,0
37876,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,1
37877,6044767,60,12,single,rented,yes,Engineer,Coimbatore,Tamil_Nadu,10,13,0
37878,6694786,69,17,single,norent_noown,no,Surveyor,Miryalaguda,Telangana,11,11,1
37879,1312362,25,7,married,rented,no,Computer_hardware_engineer,Parbhani,Maharashtra,7,13,1
37880,470555,50,10,single,owned,no,Secretary,Kulti,West_Bengal,3,14,0
37881,8949796,66,0,single,rented,yes,Petroleum_Engineer,Kurnool[18],Andhra_Pradesh,0,12,0
37882,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
37883,9352887,53,6,single,rented,yes,Technical_writer,Muzaffarnagar,Uttar_Pradesh,6,11,0
37884,1578743,34,6,single,rented,yes,Analyst,Solapur,Maharashtra,3,10,0
37885,9226716,55,3,single,rented,no,Graphic_Designer,Aurangabad,Maharashtra,3,11,0
37886,9364159,77,6,married,rented,no,Software_Developer,Bhavnagar,Gujarat,4,11,0
37887,9934516,66,6,single,rented,yes,Hotel_Manager,Chinsurah,West_Bengal,6,14,0
37888,884898,48,8,single,rented,yes,Artist,Bidar,Karnataka,8,10,0
37889,5681211,79,18,single,rented,no,Web_designer,Ozhukarai,Puducherry,8,10,0
37890,1185014,23,5,single,rented,no,Magistrate,Arrah,Bihar,5,13,0
37891,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,1
37892,3489049,66,11,single,rented,no,Software_Developer,Tirunelveli,Tamil_Nadu,11,12,1
37893,5653642,42,3,single,rented,no,Civil_engineer,Mumbai,Maharashtra,3,11,1
37894,9899664,45,5,single,rented,no,Software_Developer,Bidhannagar,West_Bengal,5,10,0
37895,6862187,22,7,single,rented,no,Scientist,Srinagar,Jammu_and_Kashmir,7,12,1
37896,979926,61,14,single,rented,yes,Police_officer,Indore,Madhya_Pradesh,7,11,0
37897,424671,64,15,single,rented,yes,Firefighter,Satna,Madhya_Pradesh,4,11,0
37898,8645202,65,9,single,owned,no,Technician,Mango,Jharkhand,9,13,0
37899,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
37900,2028733,38,4,single,rented,yes,Architect,Nashik,Maharashtra,4,11,0
37901,6816106,31,20,single,rented,yes,Statistician,Adoni,Andhra_Pradesh,11,14,0
37902,4853948,39,10,single,rented,no,Magistrate,Tirupati[21][22],Andhra_Pradesh,10,10,0
37903,227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14,0
37904,5330432,47,2,single,rented,yes,Chemical_engineer,Bidhannagar,West_Bengal,2,10,0
37905,9830639,70,16,single,rented,no,Army_officer,Kadapa[23],Andhra_Pradesh,5,11,0
37906,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
37907,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
37908,4736350,38,13,single,rented,no,Microbiologist,Ambala,Haryana,6,13,1
37909,5023719,40,8,single,rented,no,Army_officer,Hosur,Tamil_Nadu,8,14,0
37910,9845816,31,20,single,rented,no,Lawyer,Thanjavur,Tamil_Nadu,14,11,0
37911,7512179,55,13,single,rented,no,Physician,Kanpur,Uttar_Pradesh,11,14,0
37912,2603179,39,20,single,rented,yes,Politician,Siwan[32],Bihar,13,11,0
37913,9317473,63,20,single,rented,yes,Civil_servant,Gopalpur,West_Bengal,14,14,0
37914,5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra_Pradesh,13,13,0
37915,4110754,36,4,single,rented,no,Petroleum_Engineer,Ambattur,Tamil_Nadu,4,13,0
37916,6305461,41,11,single,rented,yes,Air_traffic_controller,Mirzapur,Uttar_Pradesh,7,14,0
37917,7541730,23,2,single,rented,no,Psychologist,Amroha,Uttar_Pradesh,2,10,0
37918,7552268,38,6,single,rented,no,Civil_engineer,Berhampore,West_Bengal,5,10,1
37919,1328487,67,12,married,rented,no,Flight_attendant,Surendranagar_Dudhrej,Gujarat,7,10,0
37920,152426,27,18,single,rented,no,Librarian,Delhi_city,Delhi,8,12,0
37921,7992060,44,15,single,rented,no,Fashion_Designer,Nagaon,Assam,4,11,0
37922,7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
37923,7115862,52,17,single,rented,no,Physician,Delhi_city,Delhi,14,11,0
37924,1532701,79,2,single,rented,no,Graphic_Designer,Hapur,Uttar_Pradesh,2,12,0
37925,4421612,79,20,single,rented,no,Firefighter,Rohtak,Haryana,8,11,0
37926,2433481,48,0,single,norent_noown,yes,Biomedical_Engineer,Durg,Chhattisgarh,0,14,0
37927,3278154,56,20,single,rented,no,Technology_specialist,Gorakhpur,Uttar_Pradesh,6,12,0
37928,6668221,66,20,single,rented,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,1
37929,3902265,26,5,single,rented,no,Computer_hardware_engineer,Korba,Chhattisgarh,3,14,0
37930,3099933,71,15,married,rented,no,Physician,Nandyal,Andhra_Pradesh,3,12,0
37931,8602683,46,1,married,rented,no,Web_designer,Bangalore,Karnataka,1,10,0
37932,7371023,24,16,single,rented,no,Hotel_Manager,Ongole,Andhra_Pradesh,10,14,0
37933,7636933,44,4,single,rented,yes,Consultant,Shivpuri,Madhya_Pradesh,4,14,0
37934,9693465,74,9,single,rented,no,Consultant,Loni,Uttar_Pradesh,5,12,0
37935,665309,69,11,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,11,11,0
37936,9812058,72,1,single,rented,yes,Economist,Thrissur,Kerala,1,14,0
37937,9999180,22,0,single,rented,no,Drafter,Bhavnagar,Gujarat,0,11,0
37938,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
37939,8774556,63,2,single,rented,no,Flight_attendant,Howrah,West_Bengal,2,12,0
37940,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
37941,1882143,45,19,single,rented,yes,Magistrate,Farrukhabad,Uttar_Pradesh,4,14,0
37942,7167762,49,14,single,rented,no,Firefighter,Bhopal,Madhya_Pradesh,12,14,1
37943,7743419,71,15,single,rented,no,Scientist,Nangloi_Jat,Delhi,14,14,1
37944,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
37945,5323322,77,13,single,rented,no,Civil_engineer,Bangalore,Karnataka,13,10,0
37946,5596467,26,17,single,rented,no,Mechanical_engineer,Parbhani,Maharashtra,4,13,0
37947,9305585,69,8,single,rented,no,Official,Raiganj,West_Bengal,8,10,1
37948,4539480,46,3,single,rented,yes,Fashion_Designer,Eluru[25],Andhra_Pradesh,3,11,0
37949,9480069,64,2,single,rented,no,Chartered_Accountant,Thoothukudi,Tamil_Nadu,2,10,0
37950,9507533,32,4,married,rented,no,Lawyer,Satna,Madhya_Pradesh,4,11,0
37951,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,0
37952,2252443,77,0,single,rented,no,Surgeon,Chandigarh_city,Chandigarh,0,11,0
37953,4525338,23,1,single,rented,no,Graphic_Designer,Ongole,Andhra_Pradesh,1,12,0
37954,9984878,51,18,single,rented,yes,Comedian,Jammu[16],Jammu_and_Kashmir,8,12,0
37955,2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra_Pradesh,2,12,0
37956,6715263,29,0,single,rented,no,Surveyor,Dewas,Madhya_Pradesh,0,11,1
37957,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
37958,3426695,73,4,single,rented,no,Firefighter,Unnao,Uttar_Pradesh,4,14,0
37959,1923950,50,12,single,rented,no,Geologist,Chandigarh_city,Chandigarh,3,14,0
37960,2416807,70,10,single,rented,no,Firefighter,Bhalswa_Jahangir_Pur,Delhi,4,12,0
37961,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
37962,5046084,62,7,married,rented,yes,Technician,Shivpuri,Madhya_Pradesh,6,14,0
37963,6415225,54,13,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,3,13,0
